database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	YK.RM.1	YK.RM.2	YK.RM.3	YK.RM.4	YK.RM.5	YK.RM.6	YK.RM.7	YK.RM.15	YK.RM.16	YK.RM.17	YK.RM.18	YK.RM.19	YK.RM.20	YK.RM.21	QC1	QC2	QC3	QC4	QC5
				Unknown	269.1745012				36.9808			BiotreeDB									1460635.957	1533960.519	1505344.572	1348956.21	1179360.693	1526786.973	2377897.387	1598134.623	1816903.331	2090313.837	2138619.079	2536474.355	1823040.075	1382439.425	1103837.728	1497652.78	1952980.962	1555582.716	1699133.228
				Unknown	296.2298468				36.9173			BiotreeDB									3557678.723	2525633.715	2632786.331	2826326.131	2951117.624	4985984.874	486562.5725	877853.321	763541.8671	704500.1264	791281.6349	18471.78009	1304647.128	1150997.63	2765798.905	2175008.689	2009760.363	1947487.745	1973214.989
				Unknown	295.2264141				36.8153			BiotreeDB									146919.7072	373084.4829	320980.4038	181807.193	374437.9239	283254.3449	97858.69662	272202.361	137810.051	49626.38075	178902.6533	0	99317.1173	114300.008	283776.452	230009.7545	149255.6383	184952.579	231936.2904
				Unknown	127.0754926				36.7381			BiotreeDB									230084.5907	516354.706	240082.4485	522645.2452	401411.4058	335894.4157	250504.0815	401784.9402	437622.0132	283198.5125	462670.1843	241762.7887	270578.3117	233961.6836	924971.7818	347852.3194	348422.0564	319402.1799	268143.6246
				Unknown	353.2317189				36.6689			BiotreeDB									713947.3979	487890.7579	795757.6511	461999.2604	636655.5535	754148.2403	112758.1324	250759.3896	176022.3744	185490.2938	340037.6601	46809.34216	327450.9458	322721.3297	99372.57178	331949.7499	325340.6424	287817.059	340164.4971
				Unknown	379.2470216				36.2835			BiotreeDB									2075724.197	1906132.088	2047754.029	1818694.155	1751647.119	1953750.98	2682542.081	2293086.87	2442348.08	2441924.908	1795564.921	3316968.873	2407843.633	2349232.559	2672961.044	2215162.165	2375223.643	2496219.768	2117313.705
				Unknown	217.1589163				36.2266			BiotreeDB									2120993.892	1121096.122	581064.91	968751.9682	1033919.685	914936.3906	349665.1032	803925.8626	362156.193	377682.5451	896151.6707	2490773.579	877139.598	437466.8327	2005445.697	1212563.699	847026.2044	880015.634	1188826.249
				Unknown	319.2263448				36.2224			BiotreeDB									144930.1303	398867.9691	193843.7681	200544.6817	502255.4214	413124.5188	173173.2619	450148.6546	221421.5623	175025.355	324342.5314	0	329565.997	205456.5291	830124.0032	332557.3858	293369.0458	193174.098	320357.0578
				Unknown	155.1068904				36.2198			BiotreeDB									2649150.509	329156.1748	941500.5732	1483965.447	283371.9181	424860.0806	472331.0063	404724.8903	1061680.527	1108894.97	1232947.114	8935079.943	450660.3019	1010725.99	1173401.64	1141741.026	980917.8216	957005.9572	1040663.164
				Unknown	235.1695343				36.2119			BiotreeDB									328124.8178	416011.2994	389692.5225	251995.9817	487193.4521	308688.7708	146366.271	398348.712	203085.6131	100367.7464	169957.2688	44073.25532	245389.4885	113076.9514	334345.4067	311915.3268	294073.5344	180473.3053	313120.9431
				Unknown	277.2166701				36.2026			BiotreeDB									260006.4294	383839.1284	250199.1969	255628.1142	168717.0003	308180.3214	38505.7744	333939.341	313662.6963	142711.6663	191404.0484	67794.49923	138773.9655	83192.48103	317884.3784	166686.2321	197844.685	212723.3905	213726.3326
				Unknown	223.0583445				36.1995			BiotreeDB									822323.8092	917268.9609	526675.8711	1058175.103	657631.15	598371.2619	264915.3093	698298.2479	705072.9578	337888.0607	668918.0737	291446.0744	548959.5353	415091.6152	1004883.516	791080.6932	748195.5638	679493.1127	503879.2469
				Unknown	120.0811366				36.1707			BiotreeDB									888528.2232	268897.8598	949919.0718	0	391190.5837	61758.43719	417798.3706	0	0	0	38373.50762	1127090.859	0	103822.6884	288056.3152	285864.3101	334022.5041	429487.1478	477223.9858
				Unknown	227.1641104				36.165			BiotreeDB									2381443.242	2785519.084	2430672.501	2262851.86	2088247.053	2373814.343	3398533.926	2753196.45	3297017.932	3054433.862	2306979.538	3642129.912	2985109.829	2418697.385	3137580.395	2662587.033	2989076.357	2650992.891	2792954.52
				Unknown	203.1181106				36.1395			BiotreeDB									8602932.361	2397430.48	3119896.971	5559384.247	1658278.736	2221998.02	1900554.337	2000068.301	3257471.838	3537638.513	4227553.166	33054169.8	2227176.676	2846740.064	3571586.324	3360806.781	3442982.417	3463827.542	3474958.334
				Unknown	317.2112719				36.1395			BiotreeDB									4640056.492	6009350.245	4723229.062	4647947.71	6522867.394	5306870.371	2413751.889	5237353.396	3265433.446	2313558.532	3572984.525	959883.5112	3747976.368	2770218.623	10116679.61	4900082.632	4460081.746	4509692.844	4438212.545
				Unknown	278.2193947				36.11125			BiotreeDB									508219.4936	237941.1487	160323.4557	814086.2323	952182.48	613942.3998	94019.33773	106279.176	414121.2544	150706.7982	389533.201	0	376533.0805	430857.9803	77875.76625	462448.7151	527801.416	621420.2747	627340.1295
				Unknown	291.1958799				36.1093			BiotreeDB									7031449.141	8386893.113	8231747.446	5612716.252	7047755.417	7855449.501	4131320.063	2129741.657	2649505.634	2402857.767	2409617.937	814578.7642	2475164.914	3351542.223	5862322.588	5616316.82	5307718.541	5089759.913	5280510.63
				Unknown	253.1801713				35.4219			BiotreeDB									399030.6646	135667.367	220965.5655	265894.0114	250813.1163	162933.9539	646960.4106	320305.5398	102680.4036	605886.1992	0	25180.68426	359031.9107	0	0	156547.2644	143136.8165	181745.5878	157918.1929
				Unknown	171.1493685				35.40215			BiotreeDB									8328534.149	9862825.489	7223151.457	10112368.05	8940023.21	7602388.223	4505618.587	8166410.473	8305948.568	5566201.796	7858308.24	3750516.396	7148640.984	5300493.747	18894501.54	8872329.908	7630059.32	7802126.938	7930497.668
				Unknown	301.216413				35.3689			BiotreeDB									326564.8148	590059.9228	376843.9871	416008.4246	583856.4274	651086.6422	266820.535	1888640.988	396928.1615	488580.6337	747522.5652	0	504035.8834	360093.7651	876860.9358	631698.4134	547141.4799	432241.1672	570860.7488
				Unknown	151.111745				35.3389			BiotreeDB									3454370.797	4153343.511	2927579.965	4290016.857	3437633.488	3283249.414	1803773.102	3203910.306	3687197.405	2026111.783	3671838.265	1437272.304	3116250.821	2278496.287	7660471.79	3520670.177	3071698.606	3200658.75	3188591.658
				Unknown	177.1275602				35.3357			BiotreeDB									151380.6834	219220.0439	150456.1896	292166.9208	508884.8935	539068.9826	111830.6809	162645.9675	444466.928	187033.9134	220347.2505	61342.45035	274593.1218	388985.5388	481228.716	394023.9926	405938.9339	347054.4672	456389.1659
				Unknown	251.1644786				35.3244			BiotreeDB									2190992.107	1574844.331	1157632.864	1907998.541	2189653.188	2598991.26	509178.2417	496372.8024	628861.7937	317706.7327	794082.0114	286381.0719	758701.272	757601.5256	1000608.945	1219185.957	261375.9771	814671.1669	1173415.068
				Unknown	225.1487954				35.3163			BiotreeDB									94884.59594	407926.9193	277731.8229	364376.8555	406999.1756	414983.5398	235524.9989	412349.0158	335341.7292	208543.9875	373640.7127	0	359238.6486	344647.4054	601412.9606	237247.9809	225883.7845	215318.2036	207839.4388
				Unknown	233.1536221				35.3163			BiotreeDB									2205132.661	85714.37888	261948.754	118925.7563	236644.0726	159506.835	363530.4736	257541.722	245520.3011	214005.1175	245204.7798	1411693.135	196784.6794	263024.2876	516291.365	217812.2387	265038.3888	390852.722	341909.4451
				Unknown	267.1590023				35.3163			BiotreeDB									494198.1032	452814.0741	350735.5491	349635.9332	444314.1788	483941.4201	127903.831	2128027.57	1392624.742	768975.5574	2654660.752	263166.5397	1177561.903	1054858.865	267002.6448	621426.82	556158.4744	525017.0872	587448.4612
				Unknown	195.1381415				35.3069			BiotreeDB									480864.8931	246111.0097	143683.6081	373379.1729	678859.1226	244826.8427	0	459190.1826	179119.9156	439511.7885	599433.4023	75850.00425	174982.8695	194262.4929	64867.98241	279188.0339	201301.3149	236599.649	255357.4947
				Unknown	168.0657627				35.28905			BiotreeDB									1637942.99	1675229.843	1551752.658	2569598.579	3645848.267	3156595.413	849950.759	1494336.853	2611323.367	1541673.97	1860469.644	857039.707	2168857.112	2948727.249	5373184.819	2743733.679	2772359.31	2419813.707	2643174.554
				Unknown	156.1384222				35.2691			BiotreeDB									6297822.214	42956.09323	1117736.369	66906.32986	227609.2187	181545.1577	126897.6952	0	94850.27028	529364.8578	234726.3824	9875787.859	809667.8226	884596.9119	2537542.379	971860.7825	947795.4134	990177.8091	962582.0216
				Unknown	303.2322692				35.2691			BiotreeDB									1475606.253	1666272.359	1429905.528	1325866.427	1226696.879	1558038.859	1917735.131	1533868.423	214934.6462	243378.1164	1372991.358	1553359.647	1700156.04	1213581.241	1416311.615	1549575.875	1687068.238	1595552.479	1687730.009
				Unknown	275.2006267				35.2688			BiotreeDB									5332121.801	5656372.242	5157663.2	4714727.718	4514397.953	5106687.728	6324832.478	5650051.607	6216719.887	6337049.785	4774943.77	6148847.408	6015541.586	4597858.942	6350435.015	5615194.659	6271423.242	5881695.972	5860648.472
				Unknown	349.2740043				35.26			BiotreeDB									2992591.354	2906383.485	2471474.343	2420433.551	2572827.702	2828268.355	2673105.075	2949287.359	3126575.401	3265916.287	3156196.843	3434876.099	2994911.139	2833900.781	11875724.33	3413837.735	3307699.325	2897724.99	4057164.75
				Unknown	214.1804484				35.233			BiotreeDB									88761.04015	162339.5294	207180.3124	171467.6854	374739.5761	298865.479	39151.598	61834.11088	302165.4346	227067.9852	186369.1721	53120.73651	240093.2844	271701.4864	597120.4628	300908.1506	320843.748	289852.7808	279369.9698
				Unknown	305.2478566				34.9428			BiotreeDB									3184991.601	9681565.306	3043175.98	7024179.876	6331698.438	6423597.312	1860602.25	2301518.502	1423062.794	2148389.038	2133622.376	1326968.702	1876147.205	2227468.417	6637025.604	6759354.021	6355472.61	6126244.192	6101726.468
				Unknown	323.2584834				34.90505			BiotreeDB									2616255.377	1578560.694	1676308.638	2032536.227	1947911.966	1376715.441	535519.4827	100629.4101	548599.1564	263914.0404	891828.4378	479950.6155	209357.7931	833164.0036	315215.0634	1109316.402	1275966.299	1004326.999	1030720.892
				Unknown	329.247959				34.56335			BiotreeDB									1272735.647	1533061.023	1947978.002	2086142.451	3794961.796	2611798.944	874527.8563	1476628.409	2120151.363	1549675.332	1651449.095	854398.5117	2091110.893	2547925.617	4575930.814	2584055.581	2405215.747	2421599.089	2361550.834
				Unknown	254.2479299				34.5589			BiotreeDB									97978.32352	43554.65019	168044.3721	187537.1256	336375.1449	347114.0528	0	130825.8649	217864.5855	80954.55847	159443.6822	95937.40581	171485.588	271996.5217	265424.2206	291210.2757	145125.3786	163113.8146	172100.7461
				Unknown	268.2637647				34.5335			BiotreeDB									739971.1441	127020.7181	418005.3398	359708.7375	0	46451.88181	290517.2048	65908.36559	471300.1488	494437.8199	380682.2413	2210062.286	172562.8044	355658.8972	598240.8043	381778.0331	343955.2697	309323.9316	516809.7043
				Unknown	347.257706				34.4662			BiotreeDB									939311.6172	85553.32223	226718.383	46508.10757	130684.8312	162585.2222	348813.5651	0	270215.0425	98342.39957	208149.8445	1527939.218	163542.8767	199175.3778	599593.0616	305533.4337	125609.2965	205948.143	209330.0876
				Unknown	165.0912854				34.4305			BiotreeDB									1518616.773	671321.5747	835220.0922	890352.4743	1386413.975	477695.7959	347865.7642	548215.1856	756691.9752	387079.4484	502197.0984	66627.90203	643442.1117	572651.3288	1066880.197	618255.6056	912132.3154	568981.8003	914307.3835
				Unknown	157.1013564				34.4186			BiotreeDB									440489.363	58250.65567	170070.192	201564.3505	0	107801.5663	62931.48691	0	250521.0071	272705.4218	183272.6404	1475231.765	65345.19268	204832.3193	109722.3544	139884.5371	255393.9441	273785.0067	325096.3539
				Unknown	144.0809738				34.4106			BiotreeDB									2356700.473	595798.9154	813697.393	409546.3977	659701.8598	955955.2408	799804.2846	485623.7742	575112.9279	406770.3356	612741.7378	3831465.008	767471.8772	637693.1791	1860506.904	983286.8928	842410.4548	884105.6406	825852.5501
				Unknown	159.1171087				34.4054			BiotreeDB									1231926.093	261491.532	604015.0631	752884.7491	71406.67436	127725.594	255542.9245	71401.72845	415149.5423	580683.0202	485493.834	2843625.034	156149.3386	437531.5692	103972.3329	504257.0545	545580.2144	479496.7024	558068.2003
				Unknown	324.2896803				34.4054			BiotreeDB									1856797.592	410140.6372	849250.763	1114512.268	1338200.486	868188.4911	1032708.21	1089892.905	220023.8069	1134934.73	0	172845.6506	1172203.464	0	1174831.118	638444.6659	812982.7862	836859.6179	895758.516
				Unknown	328.3214138				34.37475			BiotreeDB									5263631.127	1331128.924	2863370.693	3442533.478	884715.7748	1310049.13	1303867.968	876866.9085	2310671.776	2729410.155	2540281.11	12295833.77	1277073.31	2033255.454	3786471.502	2415417.401	2315637.967	2351652.591	2546482.693
				Unknown	106.0655907				34.3646			BiotreeDB									1340375.539	449090.7409	437646.4687	231725.2074	446630.2364	392609.0475	729084.0622	567751.3091	490038.1985	240085.1309	382798.0682	2012563.259	367229.3928	238139.0211	1322490.911	307802.3878	446428.1638	655794.3692	582167.6126
				Unknown	119.0859004				34.352			BiotreeDB									321473.209	301302.3859	404268.2991	701875.8158	546064.1979	202226.8648	641169.543	0	0	62040.94868	0	0	51236.89124	199027.0832	153045.9474	170830.2554	218237.8808	230635.4143	148725.87
				Unknown	161.1325704				34.3491			BiotreeDB									710476.1986	36168.76827	345931.2014	332685.1602	0	41316.73009	100565.3252	0	271598.5095	392686.154	287889.2946	1847397.111	119877.2067	215793.751	129596.2984	204937.9563	228245.6007	243515.8462	316129.7168
				Unknown	271.2060888				34.0262			BiotreeDB									1061626.646	337481.5545	217014.1602	115836.619	235989.2882	257631.4159	701454.3754	308445.7066	316655.0977	289387.2901	419908.9893	601479.8285	386938.8508	251005.919	355961.6935	273751.4401	290950.1923	312284.9824	359142.8272
				Unknown	322.2740194				33.84875			BiotreeDB									1224735.137	205094.635	495885.7323	803461.5199	173485.5933	219467.6676	241705.8582	106563.9254	506713.8653	623498.6168	526308.9927	2645378.084	174694.2269	403343.4565	569965.3058	428001.7248	481046.8896	458516.673	539627.539
				Unknown	299.2584858				33.6301			BiotreeDB									1907699.46	1216403.719	1883716.239	1108173.566	1172410.932	2169183.918	538988.6759	2054780.426	2249779.923	1276665.029	2058019.944	50542.81601	2456172.481	1623353.106	1430815.484	1228188.473	2697293.291	1361591.487	1160715.642
				Unknown	107.0858606				33.6199			BiotreeDB									326114.122	894718.0711	660891.3162	1664717.746	216665.644	1670300.81	190546.4488	546617.7757	1249952.049	499673.2641	1117303.59	250226.8489	898318.1344	1372652.138	1241293.882	815275.5693	365532.0872	908187.2674	309789.2415
				Unknown	532.472763				33.6162			BiotreeDB									452000.5453	136773.2134	301010.3573	3959670.229	161182.6077	31107.79902	115276.3408	0	28252.64267	31333.05363	34077.6968	949626.3932	24639.77418	270363.2655	392325.5474	494087.8151	486948.8885	538761.2842	349466.47
				Unknown	115.0545575				33.5934			BiotreeDB									466046.5626	515946.9886	793738.3242	613275.3561	1324646.203	929335.6035	274318.0273	631841.6161	699906.2744	862669.2695	496514.0033	433285.9962	690391.0459	1003232.252	2355119.199	1046828.897	861868.9097	1035297.097	853288.9298
				Unknown	187.1483577				33.5934			BiotreeDB									1499180.702	844364.6788	754036.6871	1358449.254	230832.7348	345720.4827	956197.8023	387472.2758	1050656.403	1131102.97	881124.5837	3436145.608	380870.9618	1040409.6	992948.5432	832300.3163	1058931.553	1176919.998	1023364.986
				Unknown	118.0654364				33.58155			BiotreeDB									596309.206	755978.6181	1128046.197	1369207.891	1225293.258	647274.9081	1100576.302	236621.5869	310326.657	550867.1797	188360.3692	33601.89017	527245.288	343078.5069	0	561108.5173	583524.0345	771753.7733	780720.6224
				Unknown	133.1013758				33.5697			BiotreeDB									10398986.26	10150691.87	18769349.95	24010798.66	21073690.45	11040225.43	17664484.45	4757798.764	5760051.617	9309710.834	4860824.922	419564.9232	7975447.069	6919899.425	11909960.14	10688418.74	11617227.98	10490923.08	11758450.27
				Unknown	93.07040212				33.5521			BiotreeDB									450372.2122	400580.1433	865711.6798	1083281.962	1110706.641	427744.5985	1047001.659	271367.018	315278.7589	302400.8591	182241.4083	0	413413.0421	273717.4427	100233.1501	469400.7204	441898.4875	622073.6741	617523.1283
				Unknown	121.1015532				33.5351			BiotreeDB									540832846.6	546953892.3	860685009.3	1105159087	930609830.6	548497398.7	866055001.3	289762913.6	302242916.3	474487616.5	271718144.6	37221429.19	427095178.8	365871545.3	690805729.4	579872459.8	571113226.6	545842977.8	563957588.2
				Unknown	175.1483102				33.5298			BiotreeDB									28809006.48	29520205.64	49400802.16	63636173.85	52519414.1	29183541.95	48425452.86	14827002.66	15519855.32	25400952.46	13939359.3	1549984.432	22362340.47	19349425.98	32611441.94	31236355.25	31183664.19	29345336.43	30741426.76
				Unknown	109.1015765				33.5207			BiotreeDB									540359.9656	376245.7939	445004.3626	384264.1306	280073.0466	909694.3841	60431.49558	586386.4701	320101.8781	565737.1223	552321.5375	163541.9487	285949.6584	314621.9423	181362.471	401166.1785	333838.5839	394952.6035	304908.7615
